"","uniprot_id","source_file","target_name","dfam_id","e_value","score","strand","start_aa","end_aa","source","name","repeat_type_name","repeat_subtype_name","ensembl_gene_id_version"
"12830","A0A0A0MT90","ENST00000494380","ENST00000494380.5","DF000001960",4.6e-12,28.9,"+",2,40,"alignment","MurSatRep1","Unknown","","ENSG00000197008.10"
"12831","A0A0A0MT90","ENST00000494380","ENST00000494380.5","DF003445819",1e-23,67.7,"+",2,42,"alignment","Pman_L1_6.15634","LINE","L1","ENSG00000197008.10"
"12832","Q7Z7C8-4","ENST00000494547","ENST00000494547.5","DF000000039",1.1e-42,134.8,"-",260,302,"alignment","AluS","SINE","Alu","ENSG00000137413.17"
"12833","Q7Z7C8-4","ENST00000494547","ENST00000494547.5","DF000280069",2.4e-30,87.5,"-",260,301,"alignment","PitPit-1.26","LINE","L1","ENSG00000137413.17"
"12834","A0A087X1W5","ENST00000494554","ENST00000494554.2","DF003586616",3.5e-09,17.3,"-",37,137,"alignment","ZymTri_2023_family_1489","Unknown","","ENSG00000237649.9"
"12835","A0A3B3IT80","ENST00000494852","ENST00000494852.3","DF003440154",0.00092,6.7,"-",673,691,"alignment","Helitron7_pKuh","RC","Helitron","ENSG00000134871.21"
"12836","A0A3B3IT80","ENST00000494852","ENST00000494852.3","DF003448600",3.8e-26,79,"+",640,803,"alignment","","Unknown","","ENSG00000134871.21"
"12837","A0A2R8Y6X2","ENST00000494921","ENST00000494921.2","DF000280295",4e-51,162.4,"-",159,213,"alignment","PygNem-1.7","SINE","Alu","ENSG00000125821.14"
"12838","A0A2R8Y6X2","ENST00000494921","ENST00000494921.2","DF000281245",2.3e-13,34.7,"-",187,209,"alignment","UroGra-1.160","Retroposon","L1-dep","ENSG00000125821.14"
"12839","A0A2R8Y6X2","ENST00000494921","ENST00000494921.2","DF000280069",3.4e-34,99.6,"-",159,213,"alignment","PitPit-1.26","LINE","L1","ENSG00000125821.14"
"12840","C9JNE1","ENST00000495267","ENST00000495267.5","DF003574968",2.2e-06,8.7,"+",133,156,"alignment","LINE_D.rostriformis_104_cons","LINE","CR1","ENSG00000005483.23"
"12841","S4R3K7","ENST00000495377","ENST00000495377.6","DF000289875",2.6e-07,12.4,"+",173,204,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000100320.25"
"12842","S4R3K7","ENST00000495377","ENST00000495377.6","DF000289868",0.00038,1.6,"+",173,188,"alignment","Chlamys-4_cRei","PLE","Chlamys","ENSG00000100320.25"
"12843","S4R3K7","ENST00000495377","ENST00000495377.6","DF000289884",8.7e-05,3.4,"+",175,189,"alignment","Chlamys-8_cSch","PLE","Chlamys","ENSG00000100320.25"
"12844","S4R3K7","ENST00000495377","ENST00000495377.6","DF000289879",0.00071,0.3,"+",175,209,"alignment","Chlamys-6_cRei","PLE","Chlamys","ENSG00000100320.25"
"12845","S4R3K7","ENST00000495377","ENST00000495377.6","DF000289883",7.4e-05,2.5,"+",174,188,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000100320.25"
"12846","V9GYS0","ENST00000495490","ENST00000495490.6","DF003440161",2.4e-07,19.7,"+",30,65,"alignment","L2-3_pKuh","LINE","L2","ENSG00000126768.14"
"12847","V9GYS0","ENST00000495490","ENST00000495490.6","DF000000360",1.1e-16,48.4,"+",28,65,"alignment","L2b","LINE","L2","ENSG00000126768.14"
"12848","C9IZF4","ENST00000495566","ENST00000495566.1","DF000000052",3.3e-17,48.7,"-",29,61,"alignment","AluS","SINE","Alu","ENSG00000163605.16"
"12849","H7C5N8","ENST00000495585","ENST00000495585.1","DF000289870",3.7e-07,13.7,"+",339,367,"alignment","Chlamys-4_eDeb","PLE","Chlamys","ENSG00000117523.18"
"12850","H7C5N8","ENST00000495585","ENST00000495585.1","DF000289868",1.2e-13,35.7,"+",307,488,"alignment","Chlamys-4_cRei","PLE","Chlamys","ENSG00000117523.18"
"12851","H7C5N8","ENST00000495585","ENST00000495585.1","DF003586775",0.0013,3.4,"+",297,337,"alignment","ZymTri_2023_family_878","Unknown","","ENSG00000117523.18"
"12852","E7EW93","ENST00000495694","ENST00000495694.5","DF000277817",1.8e-24,74.1,"+",185,222,"alignment","LemCat-1.106","DNA","TcMar-Tigger","ENSG00000122085.18"
"12853","E7EW93","ENST00000495694","ENST00000495694.5","DF000000841",2.3e-40,124.3,"+",173,223,"alignment","Tigger3b","DNA","TcMar-Tigger","ENSG00000122085.18"
"12854","E7EW93","ENST00000495694","ENST00000495694.5","DF000000840",1.1e-25,73.7,"+",186,226,"alignment","Tigger3","DNA","TcMar-Tigger","ENSG00000122085.18"
"12855","V9GYQ9","ENST00000495887","ENST00000495887.1","DF003586845",1.4e-07,12,"+",55,89,"alignment","Ssa_0236","DNA","TcMar","ENSG00000132716.20"
"12856","V9GYQ9","ENST00000495887","ENST00000495887.1","DF000289866",3.5e-07,8.3,"-",59,87,"alignment","Chlamys-4_cBra","PLE","Chlamys","ENSG00000132716.20"
"12857","H0YKB1","ENST00000495972","ENST00000495972.6","DF000000026",5.8e-20,61.4,"-",337,384,"alignment","Charlie4z","DNA","hAT-Charlie","ENSG00000104067.18"
"12858","H0YKB1","ENST00000495972","ENST00000495972.6","DF000000101",1e-16,45.4,"-",337,369,"alignment","Charlie24","DNA","hAT-Charlie","ENSG00000104067.18"
"12859","A0A0C4DH65","ENST00000496259","ENST00000496259.6","DF003440298",5.1e-05,10.7,"+",480,512,"alignment","nMar4_pDis","DNA","TcMar-Tigger","ENSG00000133619.19"
"12860","A0A0C4DH65","ENST00000496259","ENST00000496259.6","DF000289870",0.00072,2.5,"+",669,683,"alignment","Chlamys-4_eDeb","PLE","Chlamys","ENSG00000133619.19"
"12861","A0A0C4DH65","ENST00000496259","ENST00000496259.6","DF003445819",2.6e-11,29.7,"+",8,47,"alignment","Pman_L1_6.15634","LINE","L1","ENSG00000133619.19"
"12862","Q9ULE3-1","ENST00000496613","ENST00000496613.6","DF003586827",2.9e-06,16.4,"-",277,313,"alignment","Ssa_0062","DNA","","ENSG00000146966.14"
"12863","Q9ULE3-1","ENST00000496613","ENST00000496613.6","DF003440128",7e-04,5.8,"-",126,151,"alignment","Helitron1_pKuh","RC","Helitron","ENSG00000146966.14"
"12864","Q9UID6","ENST00000496856","ENST00000496856.6","DF000001253",1.2e-13,40.9,"-",56,99,"alignment","MIR1_Amn","SINE","MIR","ENSG00000121864.11"
"12865","H3BSF8","ENST00000497160","ENST00000497160.5","DF000280295",2.3e-32,99.4,"-",48,84,"alignment","PygNem-1.7","SINE","Alu","ENSG00000167377.20"
"12866","H3BSF8","ENST00000497160","ENST00000497160.5","DF000280069",9e-22,57,"-",48,84,"alignment","PitPit-1.26","LINE","L1","ENSG00000167377.20"
"12867","A0A8V8TNZ5","ENST00000497165","ENST00000497165.5","DF003448460",5.8e-14,31,"-",49,76,"alignment","","DNA","MULE-MuDR","ENSG00000143761.18"
"12868","H7C5P4","ENST00000497430","ENST00000497430.1","DF000000275",1.8e-12,32.1,"-",171,193,"alignment","L1MC1","LINE","L1","ENSG00000049541.12"
"12869","H7C5P4","ENST00000497430","ENST00000497430.1","DF000281229",1.6e-11,29.1,"-",168,196,"alignment","TurTru-2.43","LINE","L1","ENSG00000049541.12"
"12870","H7C5P4","ENST00000497430","ENST00000497430.1","DF000277631",1.3e-11,28.4,"-",170,195,"alignment","IniGeo-6.333","LINE","L1","ENSG00000049541.12"
"12871","H7C5P4","ENST00000497430","ENST00000497430.1","DF000276641",6.6e-12,28.8,"-",171,196,"alignment","ElaDav-6.408","LINE","L1","ENSG00000049541.12"
"12872","H7C5P4","ENST00000497430","ENST00000497430.1","DF000275473",1.6e-12,29.2,"-",171,193,"alignment","CerSim-3.163","LINE","L1","ENSG00000049541.12"
"12873","H7C5P4","ENST00000497430","ENST00000497430.1","DF000279913",1e-12,29.7,"-",171,194,"alignment","PanPar-6.374","LINE","L1","ENSG00000049541.12"
"12874","H7C5P4","ENST00000497430","ENST00000497430.1","DF000277429",1e-11,26.4,"-",170,193,"alignment","HipArm-5.71","LINE","L1","ENSG00000049541.12"
"12875","H7C5P4","ENST00000497430","ENST00000497430.1","DF000281457",1.1e-11,26,"-",169,195,"alignment","ZipCav-1.29","LINE","L1","ENSG00000049541.12"
"12876","H7C5P4","ENST00000497430","ENST00000497430.1","DF003440178",9.2e-09,15.8,"-",171,193,"alignment","LINE1-8_mMol","LINE","L1","ENSG00000049541.12"
"12877","H7C5P4","ENST00000497430","ENST00000497430.1","DF000275476",1.3e-11,24.9,"-",171,195,"alignment","CerSim-4.36","LINE","L1","ENSG00000049541.12"
"12878","H7C5P4","ENST00000497430","ENST00000497430.1","DF000277328",1.1e-11,24.6,"-",170,195,"alignment","HipAmp-1.0","LINE","L1","ENSG00000049541.12"
"12879","H7C5P4","ENST00000497430","ENST00000497430.1","DF003440165",1.4e-07,10.9,"-",171,194,"alignment","LINE1-1_pDis","LINE","L1","ENSG00000049541.12"
"12880","H7C5P4","ENST00000497430","ENST00000497430.1","DF003440174",2.9e-09,16,"-",171,193,"alignment","LINE1-4_pDis","LINE","L1","ENSG00000049541.12"
"12881","Q96QZ7-4","ENST00000497477","ENST00000497477.6","DF000289875",7.1e-11,26.6,"-",398,421,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000151276.24"
"12882","Q96QZ7-4","ENST00000497477","ENST00000497477.6","DF000289854",9.1e-08,14.4,"+",400,420,"alignment","Chlamys-1_tObl","PLE","Chlamys","ENSG00000151276.24"
"12883","Q96QZ7-4","ENST00000497477","ENST00000497477.6","DF003586793",0.00052,0.5,"+",398,438,"alignment","ZymTri_2023_family_65","LTR","","ENSG00000151276.24"
"12884","Q96QZ7-4","ENST00000497477","ENST00000497477.6","DF003586645",0.00015,5.1,"-",396,420,"alignment","ZymTri_2023_family_177","Unknown","","ENSG00000151276.24"
"12885","Q96QZ7-4","ENST00000497477","ENST00000497477.6","DF000289877",0.00042,1.9,"-",373,420,"alignment","Chlamys-6_cBra","PLE","Chlamys","ENSG00000151276.24"
"12886","Q96QZ7-4","ENST00000497477","ENST00000497477.6","DF000289883",1.3e-05,7.3,"-",399,420,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000151276.24"
"12887","H7C4J6","ENST00000497810","ENST00000497810.1","DF000289875",8.9e-09,18.4,"+",42,69,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000137098.15"
"12888","H7C4J6","ENST00000497810","ENST00000497810.1","DF003440118",5e-04,5.9,"-",54,76,"alignment","Helitron11_pKuh","RC","Helitron","ENSG00000137098.15"
"12889","H7C4J6","ENST00000497810","ENST00000497810.1","DF000289884",0.00018,3.4,"-",41,58,"alignment","Chlamys-8_cSch","PLE","Chlamys","ENSG00000137098.15"
"12890","H7C4J6","ENST00000497810","ENST00000497810.1","DF000289883",5.9e-07,10.5,"+",42,70,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000137098.15"
"12891","A0A0U1RQP7","ENST00000497899","ENST00000497899.6","DF003586827",7.6e-06,13,"-",182,229,"alignment","Ssa_0062","DNA","","ENSG00000154380.20"
"12892","A0A0U1RQP7","ENST00000497899","ENST00000497899.6","DF003586874",2e-06,10.1,"-",77,146,"alignment","Ssa_0552","LTR","Gypsy","ENSG00000154380.20"
"12893","P15509-7","ENST00000498153","ENST00000498153.7","DF000000039",9.4e-34,105.8,"-",313,350,"alignment","AluS","SINE","Alu","ENSG00000198223.20"
"12894","P15509-7","ENST00000498153","ENST00000498153.7","DF000280069",1.9e-22,61.7,"-",315,350,"alignment","PitPit-1.26","LINE","L1","ENSG00000198223.20"
"12895","Q5SSC2","ENST00000498220","ENST00000498220.1","DF003440196",6.7e-07,12.4,"-",80,96,"alignment","LTR13_rFer","LTR","ERVL-MaLR","ENSG00000186501.16"
"12896","Q5T7N2","ENST00000498273","ENST00000498273.2","DF000000157",7.8e-127,412.1,"+",572,862,"alignment","HAL1ME","LINE","L1","ENSG00000240563.4"
"12897","A0A1W2PPD3","ENST00000498281","ENST00000498281.2","DF003586827",9.7e-06,11,"+",39,73,"alignment","Ssa_0062","DNA","","ENSG00000124313.19"
"12898","A0A1W2PPD3","ENST00000498281","ENST00000498281.2","DF003586741",0.00013,0.4,"+",29,62,"alignment","ZymTri_2023_family_531","Unknown","","ENSG00000124313.19"
"12899","A0A1W2PPD3","ENST00000498281","ENST00000498281.2","DF000289956",1.2e-06,5.8,"-",22,55,"alignment","PLE-X1_cBra","PLE","Chlamys","ENSG00000124313.19"
"12900","C9J7L7","ENST00000498386","ENST00000498386.1","DF000289892",0.00042,7.5,"+",41,50,"alignment","Chlamys-N6_cRei","PLE","Chlamys","ENSG00000163645.15"
"12901","C9J7L7","ENST00000498386","ENST00000498386.1","DF003586845",5.1e-10,20.3,"+",18,117,"alignment","Ssa_0236","DNA","TcMar","ENSG00000163645.15"
"12902","C9J7L7","ENST00000498386","ENST00000498386.1","DF000289956",2e-06,6,"-",3,39,"alignment","PLE-X1_cBra","PLE","Chlamys","ENSG00000163645.15"
"12903","H7C4U5","ENST00000498469","ENST00000498469.5","DF003586972",4.7e-06,16.1,"+",120,138,"alignment","Ssa_1899","DNA","","ENSG00000157800.19"
"12904","P41180-2","ENST00000498619","ENST00000498619.4","DF003445744",3.6e-13,34.5,"+",59,95,"alignment","Pman_ERVK_6.1080","LTR","ERVK","ENSG00000036828.18"
"12905","P41180-2","ENST00000498619","ENST00000498619.4","DF003445796",2.2e-72,229.8,"-",591,874,"alignment","Pman_ERVL-MALR_6.4543","LTR","ERVL-MaLR","ENSG00000036828.18"
"12906","P14651-1","ENST00000498678","ENST00000498678.6","DF000289875",3e-06,9.8,"-",148,175,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000120093.13"
"12907","P14651-1","ENST00000498678","ENST00000498678.6","DF000289868",4.9e-05,5.5,"-",153,175,"alignment","Chlamys-4_cRei","PLE","Chlamys","ENSG00000120093.13"
"12908","P14651-1","ENST00000498678","ENST00000498678.6","DF000289840",6.2e-05,5.5,"-",149,173,"alignment","Chlamys-10a_cRei","PLE","Chlamys","ENSG00000120093.13"
"12909","P14651-1","ENST00000498678","ENST00000498678.6","DF000289883",0.00029,1.4,"-",152,176,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000120093.13"
"12910","P14651-1","ENST00000498678","ENST00000498678.6","DF000289850",9.8e-05,2.7,"-",150,176,"alignment","Chlamys-1_eDeb","PLE","Chlamys","ENSG00000120093.13"
"12911","B7ZLF3","ENST00000498682","ENST00000498682.3","DF000004324",6.8e-18,49.2,"-",32,126,"alignment","fAlbSat1","Satellite","","ENSG00000284691.2"
"12912","B7ZLF3","ENST00000498682","ENST00000498682.3","DF000004001",1.1e-17,48.9,"-",32,130,"alignment","TE-X-12_DR","Unknown","","ENSG00000284691.2"
"12913","Q9P2N4-3","ENST00000498707","ENST00000498707.5","DF000282751",6.5e-12,29.1,"+",281,601,"alignment","TadBra-5.4243_int","LTR","ERV1","ENSG00000163638.13"
"12914","Q14188-8","ENST00000499676","ENST00000499676.5","DF000001002",2.7e-21,64.3,"+",1,35,"alignment","MLT1A1","LTR","ERVL-MaLR","ENSG00000114126.19"
"12915","F5H5B4","ENST00000499879","ENST00000499879.8","DF003584193",6.2e-06,9.4,"+",28,59,"alignment","Copia-105_rCom","LTR","Copia","ENSG00000101109.15"
"12916","Q09FC8-6","ENST00000500065","ENST00000500065.8","DF000004001",1.6e-112,364.6,"-",199,449,"alignment","TE-X-12_DR","Unknown","","ENSG00000170954.13"
"12917","Q09FC8-6","ENST00000500065","ENST00000500065.8","DF000001960",1.4e-45,142.2,"+",290,395,"alignment","MurSatRep1","Unknown","","ENSG00000170954.13"
"12918","Q09FC8-6","ENST00000500065","ENST00000500065.8","DF003445771",3.6e-61,191.9,"-",342,450,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000170954.13"
"12919","H0Y9A1","ENST00000500090","ENST00000500090.2","DF000001145",1.3e-33,103.8,"+",38,70,"alignment","AluY","SINE","Alu","ENSG00000137207.13"
"12920","H0Y9A1","ENST00000500090","ENST00000500090.2","DF000280069",3.8e-16,39.1,"+",39,70,"alignment","PitPit-1.26","LINE","L1","ENSG00000137207.13"
"12921","H0Y9A1","ENST00000500090","ENST00000500090.2","DF003445749",1e-11,28.1,"-",37,68,"alignment","Pman_ERVK_5.786","LTR","ERVK","ENSG00000137207.13"
"12922","H0Y9A1","ENST00000500090","ENST00000500090.2","DF003445800",9.5e-12,24.8,"-",37,69,"alignment","Pman_ERVK_6.9887","LTR","ERVK","ENSG00000137207.13"
"12923","P62633-7","ENST00000500450","ENST00000500450.6","DF000289855",1.6e-05,4.5,"+",56,73,"alignment","Chlamys-2_cBra","PLE","Chlamys","ENSG00000169714.18"
"12924","P62633-7","ENST00000500450","ENST00000500450.6","DF000289873",4.8e-08,12.4,"+",81,94,"alignment","Chlamys-5_cBra","PLE","Chlamys","ENSG00000169714.18"
"12925","P62633-7","ENST00000500450","ENST00000500450.6","DF002407563",4.1e-11,23.4,"+",75,111,"alignment","Acol_gypsy_Ele22","LTR","Gypsy","ENSG00000169714.18"
"12926","P62633-7","ENST00000500450","ENST00000500450.6","DF003586916",6.3e-06,4.3,"+",75,94,"alignment","Ssa_0425","LTR","ERV","ENSG00000169714.18"
"12927","F5H189","ENST00000500576","ENST00000500576.4","DF000000039",4.1e-62,197.3,"-",69,131,"alignment","AluS","SINE","Alu","ENSG00000214113.12"
"12928","F5H189","ENST00000500576","ENST00000500576.4","DF003445749",1.3e-15,41,"+",72,125,"alignment","Pman_ERVK_5.786","LTR","ERVK","ENSG00000214113.12"
"12929","F5H189","ENST00000500576","ENST00000500576.4","DF003445800",2.6e-13,29.9,"+",72,120,"alignment","Pman_ERVK_6.9887","LTR","ERVK","ENSG00000214113.12"
"12930","K7EMS6","ENST00000500625","ENST00000500625.7","DF000001960",4.3e-18,48.5,"+",1,38,"alignment","MurSatRep1","Unknown","","ENSG00000090612.23"
"12931","K7EMS6","ENST00000500625","ENST00000500625.7","DF003445819",9.3e-17,44.2,"+",1,37,"alignment","Pman_L1_6.15634","LINE","L1","ENSG00000090612.23"
"12932","Q9NUD5-1","ENST00000500893","ENST00000500893.4","DF000001184",4.4e-94,303.7,"+",157,391,"alignment","MARE6","LINE","L1-Tx1","ENSG00000247315.4"
"12933","E7EV14","ENST00000502248","ENST00000502248.5","DF000001960",4.5e-18,47.8,"+",3,42,"alignment","MurSatRep1","Unknown","","ENSG00000130844.20"
"12934","E7EV14","ENST00000502248","ENST00000502248.5","DF003445819",7.8e-26,73.7,"+",3,46,"alignment","Pman_L1_6.15634","LINE","L1","ENSG00000130844.20"
"12935","Q6MZM9","ENST00000502294","ENST00000502294.5","DF000289875",4.6e-11,24.8,"+",120,209,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000187533.14"
"12936","Q6MZM9","ENST00000502294","ENST00000502294.5","DF000289868",3.8e-05,4.9,"-",148,191,"alignment","Chlamys-4_cRei","PLE","Chlamys","ENSG00000187533.14"
"12937","Q6MZM9","ENST00000502294","ENST00000502294.5","DF000289867",0.00023,2.8,"+",129,178,"alignment","Chlamys-4_cInc","PLE","Chlamys","ENSG00000187533.14"
"12938","Q6MZM9","ENST00000502294","ENST00000502294.5","DF000289877",2.1e-19,50.3,"-",129,203,"alignment","Chlamys-6_cBra","PLE","Chlamys","ENSG00000187533.14"
"12939","Q6MZM9","ENST00000502294","ENST00000502294.5","DF000289883",3.1e-17,43.5,"+",118,200,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000187533.14"
"12940","D6RCN9","ENST00000502295","ENST00000502295.1","DF000289875",1.2e-11,25.1,"-",11,47,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000171604.13"
"12941","D6RCN9","ENST00000502295","ENST00000502295.1","DF000289868",1.5e-05,4.6,"-",12,44,"alignment","Chlamys-4_cRei","PLE","Chlamys","ENSG00000171604.13"
"12942","D6RCN9","ENST00000502295","ENST00000502295.1","DF000289884",1.1e-06,8,"-",5,29,"alignment","Chlamys-8_cSch","PLE","Chlamys","ENSG00000171604.13"
"12943","D6RCN9","ENST00000502295","ENST00000502295.1","DF003586645",8.3e-05,1.9,"-",14,50,"alignment","ZymTri_2023_family_177","Unknown","","ENSG00000171604.13"
"12944","D6RCN9","ENST00000502295","ENST00000502295.1","DF000289883",1.1e-09,16.8,"-",5,51,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000171604.13"
"12945","D6RHG9","ENST00000502336","ENST00000502336.5","DF000289875",1.5e-11,25,"-",11,47,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000171604.13"
"12946","D6RHG9","ENST00000502336","ENST00000502336.5","DF000289868",1.7e-05,4.6,"-",12,44,"alignment","Chlamys-4_cRei","PLE","Chlamys","ENSG00000171604.13"
"12947","D6RHG9","ENST00000502336","ENST00000502336.5","DF000289884",1.1e-06,8.1,"-",5,29,"alignment","Chlamys-8_cSch","PLE","Chlamys","ENSG00000171604.13"
"12948","D6RHG9","ENST00000502336","ENST00000502336.5","DF003586645",9.7e-05,1.9,"-",14,50,"alignment","ZymTri_2023_family_177","Unknown","","ENSG00000171604.13"
"12949","D6RHG9","ENST00000502336","ENST00000502336.5","DF000289883",1.2e-09,16.8,"-",5,51,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000171604.13"
"12950","D6RAX9","ENST00000502403","ENST00000502403.1","DF003586827",8e-06,11.3,"+",22,71,"alignment","Ssa_0062","DNA","","ENSG00000146067.18"
"12951","D6RAX9","ENST00000502403","ENST00000502403.1","DF003586775",0.00011,2.9,"+",57,69,"alignment","ZymTri_2023_family_878","Unknown","","ENSG00000146067.18"
"12952","Q8NB50-1","ENST00000502412","ENST00000502412.2","DF000004001",1.6e-121,395.2,"-",413,711,"alignment","TE-X-12_DR","Unknown","","ENSG00000196670.14"
"12953","Q8NB50-1","ENST00000502412","ENST00000502412.2","DF000001960",7.6e-49,153.7,"+",298,404,"alignment","MurSatRep1","Unknown","","ENSG00000196670.14"
"12954","Q8NB50-1","ENST00000502412","ENST00000502412.2","DF003445771",2.9e-65,206.2,"-",225,356,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000196670.14"
"12955","E9PCB6","ENST00000502464","ENST00000502464.5","DF003586626",3.4e-12,30.7,"-",517,592,"alignment","ZymTri_2023_family_1507","LINE","I","ENSG00000123213.24"
"12956","E9PCB6","ENST00000502464","ENST00000502464.5","DF003586626",0.005,0.3,"-",271,305,"alignment","ZymTri_2023_family_1507","LINE","I","ENSG00000123213.24"
"12957","F5GWM6","ENST00000502597","ENST00000502597.2","DF000000361",5e-12,32,"+",21,89,"alignment","L2c","LINE","L2","ENSG00000110200.10"
"12958","D6R9G1","ENST00000502604","ENST00000502604.5","DF003584193",3.5e-15,39.4,"+",41,145,"alignment","Copia-105_rCom","LTR","Copia","ENSG00000134058.13"
"12959","Q71QC5","ENST00000502616","ENST00000502616.5","DF000001960",6.1e-18,47.8,"+",3,42,"alignment","MurSatRep1","Unknown","","ENSG00000130844.20"
"12960","Q71QC5","ENST00000502616","ENST00000502616.5","DF003445819",1e-25,73.7,"+",3,46,"alignment","Pman_L1_6.15634","LINE","L1","ENSG00000130844.20"
"12961","Q4L235-3","ENST00000502617","ENST00000502617.1","DF003574982",2.1e-06,11.3,"+",335,361,"alignment","LINE_D.rostriformis_53_cons","LINE","L1-Tx1","ENSG00000157426.15"
"12962","D6RF27","ENST00000502620","ENST00000502620.1","DF000000036",1.3e-14,40.5,"-",81,99,"alignment","AluJ","SINE","Alu","ENSG00000174796.13"
"12963","D6RGY2","ENST00000502673","ENST00000502673.6","DF003586891",0.0013,4.6,"-",429,468,"alignment","Ssa_1131","Unknown","","ENSG00000127022.17"
"12964","D6RGY2","ENST00000502673","ENST00000502673.6","DF003586922",9.2e-07,13.9,"+",428,514,"alignment","Ssa_1206","Unknown","","ENSG00000127022.17"
"12965","Q8NI51-6","ENST00000502686","ENST00000502686.6","DF000000045",5.4e-42,132.6,"-",351,400,"alignment","AluS","SINE","Alu","ENSG00000124092.14"
"12966","Q8NI51-6","ENST00000502686","ENST00000502686.6","DF003445771",3.4e-19,52.1,"-",6,114,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000124092.14"
"12967","A0A087WSZ2","ENST00000502692","ENST00000502692.5","DF000001253",2.6e-15,47.3,"-",30,70,"alignment","MIR1_Amn","SINE","MIR","ENSG00000248746.7"
"12968","A0A087WSZ2","ENST00000502692","ENST00000502692.5","DF003574960",0.001,2.4,"+",308,337,"alignment","LINE_D.rostriformis_100_cons","LINE","RTE-BovB","ENSG00000248746.7"
"12969","H0Y920","ENST00000502696","ENST00000502696.1","DF000289875",8.8e-10,20.3,"-",97,126,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000196782.14"
"12970","H0Y920","ENST00000502696","ENST00000502696.1","DF002407611",1.9e-11,24,"+",73,127,"alignment","Acol_gypsy_Ele73","LTR","Gypsy","ENSG00000196782.14"
"12971","H0Y920","ENST00000502696","ENST00000502696.1","DF000289854",3.4e-05,3.2,"+",102,124,"alignment","Chlamys-1_tObl","PLE","Chlamys","ENSG00000196782.14"
"12972","H0Y920","ENST00000502696","ENST00000502696.1","DF003586743",0.00075,0,"-",95,118,"alignment","ZymTri_2023_family_665","DNA","","ENSG00000196782.14"
"12973","H0Y920","ENST00000502696","ENST00000502696.1","DF003586645",2.2e-06,8.5,"-",92,125,"alignment","ZymTri_2023_family_177","Unknown","","ENSG00000196782.14"
"12974","H0Y920","ENST00000502696","ENST00000502696.1","DF000289877",3.6e-05,2.8,"-",98,134,"alignment","Chlamys-6_cBra","PLE","Chlamys","ENSG00000196782.14"
"12975","H0Y920","ENST00000502696","ENST00000502696.1","DF000289883",1.6e-06,7.7,"-",97,124,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000196782.14"
"12976","D6RBE0","ENST00000502716","ENST00000502716.1","DF000289875",3.2e-11,25.1,"-",11,47,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000171604.13"
"12977","D6RBE0","ENST00000502716","ENST00000502716.1","DF000289868",3.9e-05,4.6,"-",12,44,"alignment","Chlamys-4_cRei","PLE","Chlamys","ENSG00000171604.13"
"12978","D6RBE0","ENST00000502716","ENST00000502716.1","DF000289867",1e-04,3.7,"-",5,47,"alignment","Chlamys-4_cInc","PLE","Chlamys","ENSG00000171604.13"
"12979","D6RBE0","ENST00000502716","ENST00000502716.1","DF003586645",0.00022,1.9,"-",14,50,"alignment","ZymTri_2023_family_177","Unknown","","ENSG00000171604.13"
"12980","D6RBE0","ENST00000502716","ENST00000502716.1","DF000289883",1.5e-11,24.3,"-",5,112,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000171604.13"
"12981","E9PFK5","ENST00000502735","ENST00000502735.5","DF000000042",1.2e-12,37.2,"-",770,787,"alignment","AluS","SINE","Alu","ENSG00000087269.17"
"12982","E9PFK5","ENST00000502735","ENST00000502735.5","DF003584282",0.00073,2.9,"-",203,233,"alignment","Copia-86_rCom","LTR","Copia","ENSG00000087269.17"
"12983","D6RA23","ENST00000502743","ENST00000502743.5","DF000001960",2.7e-19,52.8,"+",4,44,"alignment","MurSatRep1","Unknown","","ENSG00000089335.23"
"12984","D6RA23","ENST00000502743","ENST00000502743.5","DF003445819",8.6e-28,81.1,"+",3,44,"alignment","Pman_L1_6.15634","LINE","L1","ENSG00000089335.23"
"12985","Q9NQV7","ENST00000502755","ENST00000502755.6","DF000004001",2.9e-95,308.1,"-",527,791,"alignment","TE-X-12_DR","Unknown","","ENSG00000164256.11"
