"","uniprot_id","target_name","dfam_id","start_aa","end_aa","repeat_type_name","name","TE_per_protein","is_primate_spec","organism","clade","group","ensembl_gene_id_version","n_exons"
"3961","M1EA23","ENST00000621326.4","DF000000045",68,109,"SINE","AluS",1,"yes","Haplorrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini","primates","ENSG00000163331.12",3
"3962","M4PNB5","ENST00000616933.4","DF000000007",204,240,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000124140.15",3
"3963","M9MML4","ENST00000413409.6","DF000280470",31,88,"LTR","RhiRox-6.1189",1,"no","Rhinopithecus roxellana","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini;Cercopithecoidea;Cercopithecidae;Colobinae;Rhinopithecus;Rhinopithecus roxellana","primates","ENSG00000081237.23",2
"3964","O00148","ENST00000242776.9","DF003586595",228,395,"LINE","ZymTri_2023_family_141",1,"no","Zymoseptoria tritici","root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Mycosphaerellales;Mycosphaerellaceae;Zymoseptoria;Zymoseptoria tritici","not_mammals","ENSG00000123136.16",5
"3965","O00193","ENST00000228136.9","DF003584236",104,135,"LTR","Copia-44_rCom",1,"no","Ricinus communis","root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Euphorbiaceae;Acalyphoideae;Acalypheae;Ricinus;Ricinus communis","not_mammals","ENSG00000110696.11",2
"3966","O00238","ENST00000515059.6","DF003445721",191,252,"LTR","Pman_ERVK_3.95",1,"no","Peromyscus maniculatus","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Cricetidae;Neotominae;Peromyscus;Peromyscus maniculatus","mammals_non_primate","ENSG00000138696.12",2
"3967","O00238-2","ENST00000440890.7","DF003445721",221,282,"LTR","Pman_ERVK_3.95",1,"no","Peromyscus maniculatus","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Cricetidae;Neotominae;Peromyscus;Peromyscus maniculatus","mammals_non_primate","ENSG00000138696.12",2
"3968","O00267","ENST00000599117.5","DF000289866",42,77,"PLE","Chlamys-4_cBra",1,"no","Chara braunii","root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Charophyceae;Charales;Characeae;Chara;Chara braunii","not_mammals","ENSG00000196235.15",1
"3969","O00267-2","ENST00000402194.6","DF000289866",42,64,"PLE","Chlamys-4_cBra",1,"no","Chara braunii","root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Charophyceae;Charales;Characeae;Chara;Chara braunii","not_mammals","ENSG00000196235.15",1
"3970","O00291","ENST00000336926.11","DF000001067",156,178,"Retroposon","SVA_A",1,"yes","Hominoidea","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini;Hominoidea","primates","ENSG00000127946.18",1
"3971","O00303","ENST00000533626.5","DF000289868",15,70,"PLE","Chlamys-4_cRei",1,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000175390.16",1
"3972","O00322-2","ENST00000379013.6","DF000000039",214,250,"SINE","AluS",1,"yes","Simiiformes","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes","primates","ENSG00000105668.8",3
"3973","O00338-2","ENST00000326853.9","DF000279387",93,128,"SINE","NomLeu-6.377",1,"no","Nomascus leucogenys","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini;Hominoidea;Hylobatidae;Nomascus;Nomascus leucogenys","primates","ENSG00000198203.11",2
"3974","O00341-2","ENST00000371491.4","DF000001018",145,158,"LTR","MLT1J",1,"no","Theria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria","mammals_non_primate","ENSG00000162383.13",1
"3975","O00401","ENST00000223023.5","DF000289866",258,325,"PLE","Chlamys-4_cBra",1,"no","Chara braunii","root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Charophyceae;Charales;Characeae;Chara;Chara braunii","not_mammals","ENSG00000106299.9",2
"3976","O00408-4","ENST00000540345.5","DF000000976",1,14,"SINE","MIRc",1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000186642.16",1
"3977","O00442-2","ENST00000260563.4","DF000001127",50,61,"LTR","MLT1B",1,"no","Boreoeutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria","mammals_non_primate","ENSG00000137996.14",1
"3978","O00461","ENST00000470487.6","DF000289875",425,479,"PLE","Chlamys-5_cSch",1,"no","Chlamydomonas schloesseri","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas schloesseri","not_mammals","ENSG00000173905.10",2
"3979","O00481-3","ENST00000425234.6","DF000000489",337,379,"LTR","LTR33",1,"no","Eutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria","mammals_non_primate","ENSG00000026950.19",2
"3980","O00571","ENST00000629496.3","DF000289883",606,631,"PLE","Chlamys-8_cRei",2,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000215301.12",1
"3981","O00571-2","ENST00000457138.7","DF000289883",590,615,"PLE","Chlamys-8_cRei",2,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000215301.12",1
"3982","O00592","ENST00000378555.8","DF003584413",12,31,"DNA","Maverick-3_rCom",1,"no","Ricinus communis","root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Euphorbiaceae;Acalyphoideae;Acalypheae;Ricinus;Ricinus communis","not_mammals","ENSG00000128567.18",4
"3983","O00592","ENST00000378555.8","DF000000047",235,268,"SINE","AluS",2,"yes","Haplorrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini","primates","ENSG00000128567.18",4
"3984","O00592-2","ENST00000322985.9","DF000289875",8,28,"PLE","Chlamys-5_cSch",1,"no","Chlamydomonas schloesseri","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas schloesseri","not_mammals","ENSG00000128567.18",1
"3985","O14497-2","ENST00000457599.7","DF000289868",497,601,"PLE","Chlamys-4_cRei",1,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000117713.22",3
"3986","O14497-2","ENST00000457599.7","DF003894024",1420,1471,"LTR","Diver3N-I",2,"no","melanogaster subgroup","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Brachycera;Muscomorpha;Eremoneura;Cyclorrhapha;Schizophora;Acalyptratae;Ephydroidea;Drosophilidae;Drosophilinae;Drosophilini;Drosophila;Sophophora;melanogaster group;melanogaster subgroup","not_mammals","ENSG00000117713.22",3
"3987","O14497-3","ENST00000374152.7","DF000289868",114,218,"PLE","Chlamys-4_cRei",1,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000117713.22",3
"3988","O14497-3","ENST00000374152.7","DF003894024",1254,1305,"LTR","Diver3N-I",2,"no","melanogaster subgroup","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Brachycera;Muscomorpha;Eremoneura;Cyclorrhapha;Schizophora;Acalyptratae;Ephydroidea;Drosophilidae;Drosophilinae;Drosophilini;Drosophila;Sophophora;melanogaster group;melanogaster subgroup","not_mammals","ENSG00000117713.22",3
"3989","O14511","ENST00000361474.6","DF000289875",15,56,"PLE","Chlamys-5_cSch",1,"no","Chlamydomonas schloesseri","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas schloesseri","not_mammals","ENSG00000158458.22",1
"3990","O14511-3","ENST00000289422.11","DF000289875",15,56,"PLE","Chlamys-5_cSch",1,"no","Chlamydomonas schloesseri","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas schloesseri","not_mammals","ENSG00000158458.22",1
"3991","O14521-4","ENST00000526592.5","DF000000046",100,144,"SINE","AluS",1,"yes","Simiiformes","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes","primates","ENSG00000204370.15",2
"3992","O14556","ENST00000222286.9","DF003445662",76,404,"SINE","Pman_ALU_6.2822",1,"no","Peromyscus maniculatus","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Cricetidae;Neotominae;Peromyscus;Peromyscus maniculatus","mammals_non_primate","ENSG00000105679.9",10
"3993","O14576-4","ENST00000630942.2","DF000000035",571,603,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000158560.15",2
"3994","O14578","ENST00000261833.11","DF003584193",215,249,"LTR","Copia-105_rCom",1,"no","Ricinus communis","root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Euphorbiaceae;Acalyphoideae;Acalypheae;Ricinus;Ricinus communis","not_mammals","ENSG00000122966.19",2
"3995","O14578-4","ENST00000392521.7","DF003584193",215,249,"LTR","Copia-105_rCom",1,"no","Ricinus communis","root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Euphorbiaceae;Acalyphoideae;Acalypheae;Ricinus;Ricinus communis","not_mammals","ENSG00000122966.19",4
"3996","O14578-4","ENST00000392521.7","DF003440174",681,706,"LINE","LINE1-4_pDis",2,"no","Phyllostomus discolor","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Microchiroptera;Phyllostomidae;Phyllostominae;Phyllostomus;Phyllostomus discolor","mammals_non_primate","ENSG00000122966.19",4
"3997","O14607-2","ENST00000329134.9","DF000000048",996,1079,"SINE","AluS",1,"yes","Haplorrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini","primates","ENSG00000183878.17",1
"3998","O14628","ENST00000399602.9","DF003445819",41,77,"LINE","Pman_L1_6.15634",1,"no","Peromyscus maniculatus","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Cricetidae;Neotominae;Peromyscus;Peromyscus maniculatus","mammals_non_primate","ENSG00000005801.19",3
"3999","O14628-4","ENST00000354599.10","DF003445819",41,78,"LINE","Pman_L1_6.15634",1,"no","Peromyscus maniculatus","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Cricetidae;Neotominae;Peromyscus;Peromyscus maniculatus","mammals_non_primate","ENSG00000005801.19",3
"4000","O14628-5","ENST00000005082.13","DF003445819",41,77,"LINE","Pman_L1_6.15634",1,"no","Peromyscus maniculatus","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Cricetidae;Neotominae;Peromyscus;Peromyscus maniculatus","mammals_non_primate","ENSG00000005801.19",3
"4001","O14628-6","ENST00000526601.5","DF003445819",44,81,"LINE","Pman_L1_6.15634",1,"no","Peromyscus maniculatus","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Cricetidae;Neotominae;Peromyscus;Peromyscus maniculatus","mammals_non_primate","ENSG00000005801.19",3
"4002","O14628-7","ENST00000429541.6","DF003445819",45,82,"LINE","Pman_L1_6.15634",1,"no","Peromyscus maniculatus","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Cricetidae;Neotominae;Peromyscus;Peromyscus maniculatus","mammals_non_primate","ENSG00000005801.19",3
"4003","O14628-8","ENST00000618467.4","DF003445819",4,48,"LINE","Pman_L1_6.15634",1,"no","Peromyscus maniculatus","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Cricetidae;Neotominae;Peromyscus;Peromyscus maniculatus","mammals_non_primate","ENSG00000005801.19",3
"4004","O14654","ENST00000564206.2","DF000289884",18,31,"PLE","Chlamys-8_cSch",1,"no","Chlamydomonas schloesseri","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas schloesseri","not_mammals","ENSG00000133124.12",1
"4005","O14654","ENST00000564206.2","DF003586914",592,641,"LTR","Ssa_0907",2,"no","Salmo salar","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Salmoniformes;Salmonidae;Salmoninae;Salmo;Salmo salar","not_mammals","ENSG00000133124.12",1
"4006","O14654","ENST00000564206.2","DF000289854",790,822,"PLE","Chlamys-1_tObl",3,"no","Tetradesmus obliquus","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Sphaeropleales;Scenedesmaceae;Tetradesmus;Tetradesmus obliquus","not_mammals","ENSG00000133124.12",1
"4007","O14654","ENST00000564206.2","DF000289883",1091,1174,"PLE","Chlamys-8_cRei",4,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000133124.12",1
"4008","O14668-2","ENST00000463135.1","DF000000034",57,83,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000130962.20",2
"4009","O14709-2","ENST00000383744.8","DF003445819",214,257,"LINE","Pman_L1_6.15634",1,"no","Peromyscus maniculatus","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Cricetidae;Neotominae;Peromyscus;Peromyscus maniculatus","mammals_non_primate","ENSG00000186448.16",3
"4010","O14734","ENST00000217455.9","DF000000036",282,306,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000101473.18",1
"4011","O14777","ENST00000261597.9","DF003440235",531,561,"LTR","LTR3_pDis",1,"no","Phyllostomus discolor","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Microchiroptera;Phyllostomidae;Phyllostominae;Phyllostomus;Phyllostomus discolor","mammals_non_primate","ENSG00000080986.14",1
"4012","O14802","ENST00000372371.8","DF003584343",497,553,"LTR","Gypsy-48_rCom",1,"no","Ricinus communis","root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Euphorbiaceae;Acalyphoideae;Acalypheae;Ricinus;Ricinus communis","not_mammals","ENSG00000148606.16",5
"4013","O14802","ENST00000372371.8","DF003445842",996,1022,"LINE","Pman_L1_6.444",2,"no","Peromyscus maniculatus","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Cricetidae;Neotominae;Peromyscus;Peromyscus maniculatus","mammals_non_primate","ENSG00000148606.16",5
"4014","O14830","ENST00000286719.12","DF003586827",322,359,"DNA","Ssa_0062",1,"no","Salmo salar","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Salmoniformes;Salmonidae;Salmoninae;Salmo;Salmo salar","not_mammals","ENSG00000156194.19",1
"4015","O14910","ENST00000552864.6","DF000289875",207,225,"PLE","Chlamys-5_cSch",1,"no","Chlamydomonas schloesseri","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas schloesseri","not_mammals","ENSG00000111052.9",1
"4016","O14964","ENST00000329138.9","DF000289875",500,552,"PLE","Chlamys-5_cSch",1,"no","Chlamydomonas schloesseri","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas schloesseri","not_mammals","ENSG00000185359.15",2
"4017","O14979","ENST00000295470.10","DF003445765",149,327,"LTR","Pman_ERVK_6.9013",1,"no","Peromyscus maniculatus","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Cricetidae;Neotominae;Peromyscus;Peromyscus maniculatus","mammals_non_primate","ENSG00000152795.19",4
